id,country,ccode,year,region,protest,protestnumber,startday,startmonth,startyear,endday,endmonth,endyear,protesterviolence,location,participants_category,participants,protesteridentity,protesterdemand1,protesterdemand2,protesterdemand3,protesterdemand4,stateresponse1,stateresponse2,stateresponse3,stateresponse4,stateresponse5,stateresponse6,stateresponse7,sources,notes,entities,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,Coordinates0,Latitude0,Longitude0,Coordinates1,Latitude1,Longitude1,Coordinates2,Latitude2,Longitude2,Coordinates3,Latitude3,Longitude3,Coordinates4,Latitude4,Longitude4,Coordinates5,Latitude5,Longitude5,Coordinates6,Latitude6,Longitude6,Coordinates7,Latitude7,Longitude7,Coordinates8,Latitude8,Longitude8,Coordinates9,Latitude9,Longitude9,Coordinates10,Latitude10,Longitude10,Coordinates11,Latitude11,Longitude11,Coordinates12,Latitude12,Longitude12,Coordinates13,Latitude13,Longitude13,Coordinates14,Latitude14,Longitude14,Coordinates15,Latitude15,Longitude15,Coordinates16,Latitude16,Longitude16,Coordinates17,Latitude17,Longitude17,Coordinates18,Latitude18,Longitude18
3451990016,Yugoslavia,345,1990,Europe,1,16,20.0,2.0,1990.0,20.0,2.0,1990.0,1.0,"Titova Mitrovica, Urosevac, Podujevo, Pristina",2000-4999,4700+,ethnic albanians,"political behavior, process",police brutality,,,crowd dispersal,killings,beatings,,,,,"police kill one as troops are sent to calm kosovo unrest the times, february 21, 1990, wednesday, overseas news, 694 words, from richard bassett and dessa trevisan, belgrade;","??at most of yesterday s demonstrations, the albanians chanted: we want freedom and free adem demaqi a reference to the albanian separatist who has spent 29 years in prison on charges of subversion. demaqi, sometimes referred to in kosovo as the yugoslav mandela , is regarded by many ethnic albanians as their leader. ?? ??police killed an ethnic albanian demonstrator yesterday in yugoslavia s troubled southern province of kosovo as the country s leaders ordered the army to quell unrest there. tanjug news agency said that the protester had been killed and at least 10 injured when police opened fire in titova mitrovica, one of several towns in kosovo where thousands of albanians demanded greater regional autonomy. ?? ??belgrade radio also reported that three policemen in urosevac in kosovo were wounded after demonstrators they were pursuing down a narrow side street opened fire. it said police also fired tear gas at groups who had erected barricades. four thousand ethnic albanian students in pristina held a protest rally yesterday, demanding an end to what they described as serbia s anti albanian campaign and state terrorism . at the same time, in nearby titova mitrovica, 700 protesting miners were dispersed by tear gas. in other towns, demonstrators built roadblocks as armoured cars reappeared on many streets. ??","'Titova Mitrovica', 'Urosevac', 'Podujevo', 'Pristina'","'Titova Mitrovica',Yugoslavia","'Urosevac',Yugoslavia","'Podujevo',Yugoslavia","'Pristina',Yugoslavia",,,,,,,,,,,,,,,,"Yugoeslavia, Anzoátegui",8.195830000000058,-64.50379999999996,"Yugoeslavia, Anzoátegui",8.195830000000058,-64.50379999999996,"Yugoeslavia, Anzoátegui",8.195830000000058,-64.50379999999996,"Yugoeslavia, Anzoátegui",8.195830000000058,-64.50379999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3451990017,Yugoslavia,345,1990,Europe,1,17,21.0,2.0,1990.0,21.0,2.0,1990.0,1.0,Pristina Vucitrn,2000-4999,1000s,ethnic albanians,"political behavior, process",police brutality,,,crowd dispersal,,,,,,,"kosovo curfew as army goes in the times, february 22, 1990, thursday, overseas news, 359 words, from richard bassett, pristina upheaval in the east; curfew is imposed in yugoslavia as ethnic violence flares the new york times, february 22, 1990, thursday, late edition final, section a; page 14, column 1; foreign desk ;","??the sting of tear gas hung over pristina, the capital of yugoslavia s troubled kosovo province, yesterday evening as the authorities imposed a night curfew throughout the region after a bomb exploded in the town of pec, injuring several people. the curfew came in the wake of the yugoslav state presidency s decision on tuesday to give the yugoslav army a more important role in the province, where 33 people have been killed in the past month ??pristina was tense yesterday as paramilitary police continued to patrol the city centre. tear gas fired in a nearby suburb sealed off by security forces drove nearly everyone off the streets ??they cannot see why they are denied the right to run their own affairs. ?? ??in vucitrn, demonstrators threw tear gas grenades back at the police. fresh violence erupted in several towns. ??",'Pristina Vucitrn',"'Pristina Vucitrn',Yugoslavia",,,,,,,,,,,,,,,,,,,"Yugoeslavia, Anzoátegui",8.195830000000058,-64.50379999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3451990018,Yugoslavia,345,1990,Europe,1,18,5.0,3.0,1990.0,5.0,3.0,1990.0,0.0,Petrova Gora,>10000,50000,serbian nationalists,"political behavior, process",,,,ignore,,,,,,,"old wounds reopen in croatia as the serbs demand arms the times, march 6, 1990, tuesday, overseas news, 348 words, from richard bassett and dessa trevisan, belgrade;","??relations between serbs and croats, crucial to the preservation of yugoslavia s unity, deteriorated yesterday after a 50,000 strong demonstration by serbian nationalists in croatia on sunday night. the demonstrators gathered around petrova gora, a mountain in central croatia, waving serbian flags and carrying portraits of mr slobodan milosevic, the serbian leader. shouting give us arms , the demonstrators appeared determined to provoke the croatian authorities, but, despite several hours of protests reopening historic wounds, the police stood passively by ??at sunday night s demonstration, most of the demonstrators hailed mr milosevic and his policies of greater centralization. ??",'Petrova Gora',"'Petrova Gora',Yugoslavia",,,,,,,,,,,,,,,,,,,"Yugoeslavia, Anzoátegui",8.195830000000058,-64.50379999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3451990019,Yugoslavia,345,1990,Europe,1,19,4.0,5.0,1990.0,4.0,5.0,1990.0,0.0,National,50-99,50+,demonstrators,"political behavior, process",,,,crowd dispersal,beatings,arrests,,,,,"tito ritual the times, may 4, 1990, friday, overseas news, 44 words tito protest the times, may 5, 1990, saturday, overseas news, 27 words anti tito protest the washington post, may 5, 1990, saturday, final edition, first section; page a15; around the world, 75 words, ns;","??police clubbed demonstrators and hauled some off to jail during protests over the 10th anniversary of the death of tito, the founder of communist yugoslavia. police also broke into a school and detained pupils who ripped tito s pictures off the wall. sirens wailed at 3:05 p.m. to mark the hour of tito s death in 1980, at age 87. passers by mostly ignored the sirens. in previous years, yugoslavs stood and observed a minute of silence. ?? ??belgrade protests from all over yugoslavia, particularly serbia, have greeted the ritual commemoration of the death of tito 10 years ago today. ??",'National',"'National',Yugoslavia",,,,,,,,,,,,,,,,,,,"Yugoeslavia, Anzoátegui",8.195830000000058,-64.50379999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3451990020,Yugoslavia,345,1990,Europe,1,20,10.0,7.0,1990.0,10.0,7.0,1990.0,0.0,Pristina,50-99,50+,ethnic albanians,"political behavior, process",,,,ignore,,,,,,,"kosovo leader quits over serbs clampdown the times, july 11, 1990, wednesday, overseas news, 257 words, from richard bassett and dessa trevisan in belgrade;","??kosovo s president, hisen kejdomcaj, and two other members of the regional presidency resigned yesterday in protest at serbia s virtual annexation of the mainly ethnic albanian province in yugoslavia. serbian authorities dissolved the kosovo provincial assembly last friday and occupied all public buildings in the provincial capital, pristina. a one hour strike called for a second day yesterday brought all shops and institutions to a halt as ethnic albanians again gathered on pristina s main street in silent protest. the strikes are expected to continue until saturday, when democratic forum, the umbrella opposition group in kosovo, will discuss other forms of protest.",'Pristina',"'Pristina',Yugoslavia",,,,,,,,,,,,,,,,,,,"Yugoeslavia, Anzoátegui",8.195830000000058,-64.50379999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3451990021,Yugoslavia,345,1990,Europe,1,21,17.0,8.0,1990.0,18.0,8.0,1990.0,1.0,Croatia,100-999,100s,serbs,"political behavior, process",,,,ignore,,,,,,,"roads sealed as yugoslav unrest mounts the new york times, august 19, 1990, sunday, late edition final, section 1; part 1, page 3, column 4; foreign desk, 464 words, reuters;","??hundreds of serbs armed with rifles and pistols sealed off towns in the yugoslav republic of croatia today, raising fears of ethnic clashes that some western diplomats say could lead to civil war. the serbs, who accuse the croatian authorities of discrimination, felled pine trees or used bulldozers to block roads on friday, sealing off towns like knin and benkovac near the adriatic coast. the protesters, who kept all night vigils on the roadblocks, said they would hold an autonomy referendum on sunday in parts of croatia where they form a majority and will resist any police attempt to stop it. ??",'Croatia',"'Croatia',Yugoslavia",,,,,,,,,,,,,,,,,,,"Yugoeslavia, Anzoátegui",8.195830000000058,-64.50379999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3451990022,Yugoslavia,345,1990,Europe,1,22,25.0,8.0,1990.0,25.0,8.0,1990.0,0.0,Foca,>10000,150000,muslims,"political behavior, process",,,,ignore,,,,,,,"protest by muslims brings break up of yugoslavia nearer the times, august 27, 1990, monday, overseas news, 694 words, from richard bassett and dessa trevisan in belgrade;","??demonstrations at the weekend by 150,000 muslims in bosnia further undermined the fragile federal structure of the yugoslav state ??the muslim demonstrations at foca commemorated a wartime killing of muslims by serbian royalist cetniks. but the meeting was given added point by growing resentment against serbian attempts to lay claim to regions with sizeable muslim populations ??under yugoslavia s constitution, the two million muslims in bosnia enjoy special status as one of the republic s three constituent nations. serbian attempts to depict them as a minority in serbia are angering the muslims, who form a majority in the bosnian republic. ??",'Foca',"'Foca',Yugoslavia",,,,,,,,,,,,,,,,,,,Yugoslavia,-17.416379999999947,-66.15869999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3451990023,Yugoslavia,345,1990,Europe,1,23,29.0,8.0,1990.0,29.0,8.0,1990.0,0.0,Pristina,5000-10000,10000,ethnic albanians,"political behavior, process",,,,crowd dispersal,beatings,,,,,,"albanian protest broken up in yugoslavia the new york times, august 30, 1990, thursday, late edition final, section a; page 8, column 5; foreign desk, 206 words, ap;","??riot policemen used clubs and tear gas today to disperse thousands of ethnic albanians awaiting a united states congressional delegation to complain about human rights abuses. about 10,000 people chanting freedom, freedom! and u.s.a., u.s.a.! gathered in front of a hotel where the delegation of seven republican senators was expected to hold talks with leaders of the albanian majority in kosovo, a southern province of yugoslavia ??ethnic albanians, who make up 90 percent of kosovo s 1.9 million people, are protesting last month s decision by the communist authorities of serbia to reduce kosovo s autonomy. kosovo is an administrative district of serbia, yugoslavia s largest republic. ??",'Pristina',"'Pristina',Yugoslavia",,,,,,,,,,,,,,,,,,,"Yugoeslavia, Anzoátegui",8.195830000000058,-64.50379999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3451990024,Yugoslavia,345,1990,Europe,1,24,29.0,9.0,1990.0,29.0,9.0,1990.0,1.0,"Petrinka, Glina, Dvor Na Uni",2000-4999,1000s,serbs,"political behavior, process",,,,crowd dispersal,beatings,shootings,,,,,"serb riots quelled by police in croatia the times, october 1, 1990, monday, overseas news, 277 words, from dessa trevisan in belgrade;","??yugoslavia narrowly averted bloodshed when thousands of serbs, enraged by the croatian government s decision to remove weapons from reserve police stations, rioted in several towns in croatia, breaking into police stations, seizing firearms, building barricades and exchanging gunfire ??reinforcements were brought in and batons and tear gas used to disperse the crowds, many of whom were armed. on saturday in petrinja, glina, and dvor na uni, thousands of serbs exchanged fire with the police. the situation was brought under control when riot police arrived, but tension remained high as the crowds continued to protest against the croatian authorities. they accuse them of disarming the reserve police to leave the serbs exposed to the whims of a regime which is regarded by the serbs as discriminatory and hostile to their community.","'Petrinka', 'Glina', 'Dvor Na Uni'","'Petrinka',Yugoslavia","'Glina',Yugoslavia","'Dvor Na Uni',Yugoslavia",,,,,,,,,,,,,,,,,"Yugoeslavia, Anzoátegui",8.195830000000058,-64.50379999999996,Yugoslavia,-17.416379999999947,-66.15869999999995,"Via Jugoslavia, 80029, Sant'Antimo, NA",40.93522370085741,14.23959963416779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3451990025,Yugoslavia,345,1990,Europe,1,25,30.0,9.0,1990.0,2.0,10.0,1990.0,1.0,Croatia,100-999,100s,serbs in croatia,"political behavior, process",,,,arrests,,,,,,,"croatia s serbs declare their autonomy the new york times, october 2, 1990, tuesday, late edition final, section a; page 3, column 4; foreign desk, 397 words, by chuck sudetic, special to the new york times serb autonomy move in croatia increases danger of ethnic war the times, october 2, 1990, tuesday, overseas news, 783 words, from dessa trevisan in belgrade;","??in an atmosphere of rising ethnic tension, serbs in the yugoslav republic of croatia today declared the republic s predominantly serbian populated counties to be autonomous ??late sunday night, an anonymous group based in knin, an almost completely serbian populated croatian town, blocked area roads and rail lines in reaction to the police detention of serbs for illegal weapons possession and disorderly conduct, a press agency report said. in a statement released today, the group gave the croatian authorities an ultimatum to release the detainees, the report said. barricades still blocked several main roads tonight, radio reports sais ?? ??the declaration on serbian autonomy does not have any legal standing, as only the croatian parliament, elected in the first postwar democratic vote, has legislative power. ??",'Croatia',"'Croatia',Yugoslavia",,,,,,,,,,,,,,,,,,,"Yugoeslavia, Anzoátegui",8.195830000000058,-64.50379999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
